dataset,market_path_state,policy,policy_column,selected_count,selected_dates,eligible_dates,average_selected_per_day,median_selected_per_day,zero_primary_date_rate,coverage,winner_count,winner_rate,neutral_count,neutral_rate,loser_count,loser_rate,loser_rate_wilson_low,loser_rate_wilson_high,safe_rate,winner_dominance,winner_recall,neutral_removal_rate,loser_removal_rate,mean_future_return_10d,median_future_return_10d,macro_daily_winner_rate,macro_daily_neutral_rate,macro_daily_loser_rate,macro_daily_safe_rate
A,RISK_OFF,POLICY_1_MARKET_CONTRACTION,policy1,0,0,2,0.0,0.0,1.0,0.0,0,,0,,0,,,,,,0.0,1.0,1.0,,,,,,
A,RISK_OFF,POLICY_2_POCKET_GATE,policy2,3,1,2,1.5,1.5,0.5,0.08571428571428572,0,0.0,3,1.0,0,0.0,0.0,0.5614970356393196,1.0,0.0,0.0,0.875,1.0,0.329986493071055,0.4431314623338123,0.0,1.0,0.0,1.0
A,RISK_OFF,POLICY_3_POCKET_STOCK_SURVIVAL,policy3,3,1,2,1.5,1.5,0.5,0.08571428571428572,0,0.0,3,1.0,0,0.0,0.0,0.5614970356393196,1.0,0.0,0.0,0.875,1.0,0.329986493071055,0.4431314623338123,0.0,1.0,0.0,1.0
A,RISK_OFF,BUNDLE_A_DIAGNOSTIC,bundle_A,18,2,2,9.0,9.0,0.0,0.5142857142857142,0,0.0,16,0.8888888888888888,2,0.1111111111111111,0.031019522364791025,0.32799765336109676,0.8888888888888888,0.0,0.0,0.33333333333333337,0.7142857142857143,-0.23944888956150714,0.09783118611131902,0.0,0.9090909090909092,0.09090909090909091,0.9090909090909092
A,RISK_OFF,BUNDLE_B_DIAGNOSTIC,bundle_B,18,2,2,9.0,9.0,0.0,0.5142857142857142,0,0.0,16,0.8888888888888888,2,0.1111111111111111,0.031019522364791025,0.32799765336109676,0.8888888888888888,0.0,0.0,0.33333333333333337,0.7142857142857143,-0.23944888956150714,0.09783118611131902,0.0,0.9090909090909092,0.09090909090909091,0.9090909090909092
A,RISK_OFF,BUNDLE_C_DIAGNOSTIC,bundle_C,8,2,2,4.0,4.0,0.0,0.22857142857142856,0,0.0,8,1.0,0,0.0,0.0,0.3244075683414076,1.0,0.0,0.0,0.6666666666666667,1.0,0.14095266878796087,0.27341400843967634,0.0,1.0,0.0,1.0
B,ALL,POLICY_0_CURRENT_BASELINE_PROXY,policy0,87,6,6,14.5,14.0,0.0,1.0,1,0.011494252873563218,47,0.5402298850574713,39,0.4482758620689655,0.34817177054147463,0.5527545233464247,0.5517241379310345,0.020833333333333332,1.0,0.0,0.0,-6.7730256177035155,-4.545454545454541,0.011904761904761904,0.5519322725205078,0.43616296557473017,0.5638370344252698
B,ALL,POLICY_1_MARKET_CONTRACTION,policy1,67,6,6,11.166666666666666,14.0,0.0,0.7701149425287356,1,0.014925373134328358,36,0.5373134328358209,30,0.44776119402985076,0.33476393279060784,0.5664238729019682,0.5522388059701493,0.02702702702702703,1.0,0.23404255319148937,0.23076923076923073,-7.489089971272708,-4.242424242424237,0.011904761904761904,0.6315748521630874,0.35652038593215063,0.6434796140678494
B,ALL,POLICY_2_POCKET_GATE,policy2,62,5,6,10.333333333333334,12.5,0.16666666666666666,0.7126436781609196,1,0.016129032258064516,34,0.5483870967741935,27,0.43548387096774194,0.3194258881899315,0.5590701212253062,0.5645161290322581,0.02857142857142857,1.0,0.276595744680851,0.3076923076923077,-6.6480203366548904,-4.22205245734657,0.016666666666666666,0.5894984917043741,0.39383484162895926,0.6061651583710408
B,ALL,POLICY_3_POCKET_STOCK_SURVIVAL,policy3,31,5,6,5.166666666666667,6.5,0.16666666666666666,0.3563218390804598,1,0.03225806451612903,24,0.7741935483870968,6,0.1935483870967742,0.09187008308024841,0.3628025796020883,0.8064516129032258,0.04,1.0,0.4893617021276596,0.8461538461538461,-2.2292559287813156,-1.9704433497537033,0.03333333333333333,0.7365079365079366,0.23015873015873015,0.7698412698412699
B,ALL,BUNDLE_A_DIAGNOSTIC,bundle_A,36,6,6,6.0,6.5,0.0,0.41379310344827586,1,0.027777777777777776,26,0.7222222222222222,9,0.25,0.13750477596964275,0.410704539014797,0.75,0.037037037037037035,1.0,0.44680851063829785,0.7692307692307692,-2.7507666379057505,-2.187222433701308,0.027777777777777776,0.6832010582010583,0.289021164021164,0.7109788359788359
B,ALL,BUNDLE_B_DIAGNOSTIC,bundle_B,32,6,6,5.333333333333333,5.5,0.0,0.367816091954023,1,0.03125,22,0.6875,9,0.28125,0.15564580423200683,0.45374509566504084,0.71875,0.043478260869565216,1.0,0.5319148936170213,0.7692307692307692,-2.993348834171258,-2.8196909492273714,0.03333333333333333,0.6373015873015873,0.32936507936507936,0.6706349206349206
B,ALL,BUNDLE_C_DIAGNOSTIC,bundle_C,15,5,6,2.5,2.5,0.16666666666666666,0.1724137931034483,0,0.0,10,0.6666666666666666,5,0.3333333333333333,0.15176324343669478,0.582864524428801,0.6666666666666666,0.0,0.0,0.7872340425531915,0.8717948717948718,-3.6772518239230525,-2.8799999999999937,0.0,0.6833333333333333,0.31666666666666665,0.6833333333333333
B,NORMAL,POLICY_0_CURRENT_BASELINE_PROXY,policy0,63,4,4,15.75,15.5,0.0,1.0,1,0.015873015873015872,33,0.5238095238095238,29,0.4603174603174603,0.34308864490553836,0.5821074821137787,0.5396825396825397,0.029411764705882353,1.0,0.0,0.0,-7.773821474542608,-5.000000000000004,0.017857142857142856,0.5306956115779645,0.4514472455648926,0.5485527544351074
B,NORMAL,POLICY_1_MARKET_CONTRACTION,policy1,63,4,4,15.75,15.5,0.0,1.0,1,0.015873015873015872,33,0.5238095238095238,29,0.4603174603174603,0.34308864490553836,0.5821074821137787,0.5396825396825397,0.029411764705882353,1.0,0.0,0.0,-7.773821474542608,-5.000000000000004,0.017857142857142856,0.5306956115779645,0.4514472455648926,0.5485527544351074
B,NORMAL,POLICY_2_POCKET_GATE,policy2,58,4,4,14.5,14.5,0.0,0.9206349206349206,1,0.017241379310344827,31,0.5344827586206896,26,0.4482758620689655,0.32749853960746766,0.5754791697069757,0.5517241379310345,0.03125,1.0,0.06060606060606055,0.10344827586206895,-7.265558428106889,-4.621212121212121,0.020833333333333332,0.5493731146304676,0.42979355203619907,0.5702064479638009
B,NORMAL,POLICY_3_POCKET_STOCK_SURVIVAL,policy3,29,4,4,7.25,7.0,0.0,0.4603174603174603,1,0.034482758620689655,23,0.7931034482758621,5,0.1724137931034483,0.07597857204821831,0.34548440045021234,0.8275862068965517,0.041666666666666664,1.0,0.303030303030303,0.8275862068965517,-2.108703046126735,-1.9704433497537033,0.041666666666666664,0.7956349206349207,0.16269841269841268,0.8373015873015873
B,NORMAL,BUNDLE_A_DIAGNOSTIC,bundle_A,29,4,4,7.25,7.0,0.0,0.4603174603174603,1,0.034482758620689655,23,0.7931034482758621,5,0.1724137931034483,0.07597857204821831,0.34548440045021234,0.8275862068965517,0.041666666666666664,1.0,0.303030303030303,0.8275862068965517,-2.108703046126735,-1.9704433497537033,0.041666666666666664,0.7956349206349207,0.16269841269841268,0.8373015873015873
B,NORMAL,BUNDLE_B_DIAGNOSTIC,bundle_B,26,4,4,6.5,6.5,0.0,0.4126984126984127,1,0.038461538461538464,20,0.7692307692307693,5,0.19230769230769232,0.08507061095122731,0.3787625728202114,0.8076923076923077,0.047619047619047616,1.0,0.3939393939393939,0.8275862068965517,-2.2775499958705954,-2.187222433701308,0.05,0.7684523809523809,0.18154761904761904,0.8184523809523809
B,NORMAL,BUNDLE_C_DIAGNOSTIC,bundle_C,11,4,4,2.75,2.5,0.0,0.1746031746031746,0,0.0,9,0.8181818181818182,2,0.18181818181818182,0.051367689278583956,0.47698056435423286,0.8181818181818182,0.0,0.0,0.7272727272727273,0.9310344827586207,-2.412950910231499,-2.3474178403755874,0.0,0.7916666666666666,0.20833333333333331,0.7916666666666666
B,WEAKENING,POLICY_0_CURRENT_BASELINE_PROXY,policy0,11,1,1,11.0,11.0,0.0,1.0,0,0.0,8,0.7272727272727273,3,0.2727272727272727,0.09746059213308628,0.5656453033189257,0.7272727272727273,0.0,,0.0,0.0,-1.9337283859695058,-1.30434782608696,0.0,0.7272727272727273,0.2727272727272727,0.7272727272727273
B,WEAKENING,POLICY_1_MARKET_CONTRACTION,policy1,3,1,1,3.0,3.0,0.0,0.2727272727272727,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0.06149194402093078,0.7923404011921757,0.6666666666666666,0.0,,0.75,0.6666666666666667,-3.08629776021081,-1.30434782608696,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666
B,WEAKENING,POLICY_2_POCKET_GATE,policy2,4,1,1,4.0,4.0,0.0,0.36363636363636365,0,0.0,3,0.75,1,0.25,0.04558726029536886,0.6993581599030918,0.75,0.0,,0.625,0.6666666666666667,2.3062819893991033,4.211956521739135,0.0,0.75,0.25,0.75
B,WEAKENING,POLICY_3_POCKET_STOCK_SURVIVAL,policy3,2,1,1,2.0,2.0,0.0,0.18181818181818182,0,0.0,1,0.5,1,0.5,0.09453120463920084,0.9054687953607992,0.5,0.0,,0.875,0.6666666666666667,-3.9772727272727346,-3.9772727272727346,0.0,0.5,0.5,0.5
B,WEAKENING,BUNDLE_A_DIAGNOSTIC,bundle_A,3,1,1,3.0,3.0,0.0,0.2727272727272727,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0.06149194402093078,0.7923404011921757,0.6666666666666666,0.0,,0.75,0.6666666666666667,-3.08629776021081,-1.30434782608696,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666
B,WEAKENING,BUNDLE_B_DIAGNOSTIC,bundle_B,2,1,1,2.0,2.0,0.0,0.18181818181818182,0,0.0,1,0.5,1,0.5,0.09453120463920084,0.9054687953607992,0.5,0.0,,0.875,0.6666666666666667,-3.9772727272727346,-3.9772727272727346,0.0,0.5,0.5,0.5
B,WEAKENING,BUNDLE_C_DIAGNOSTIC,bundle_C,0,0,1,0.0,0.0,1.0,0.0,0,,0,,0,,,,,,,1.0,1.0,,,,,,
B,RISK_OFF,POLICY_0_CURRENT_BASELINE_PROXY,policy0,13,1,1,13.0,13.0,0.0,1.0,0,0.0,6,0.46153846153846156,7,0.5384615384615384,0.29143795558562896,0.7679393232503864,0.46153846153846156,0.0,,0.0,0.0,-6.01780489218129,-6.4189189189189255,0.0,0.46153846153846156,0.5384615384615384,0.46153846153846156
B,RISK_OFF,POLICY_1_MARKET_CONTRACTION,policy1,1,1,1,1.0,1.0,0.0,0.07692307692307693,0,0.0,1,1.0,0,0.0,0.0,0.7934506882081973,1.0,0.0,,0.8333333333333334,1.0,-2.759381898454749,-2.759381898454749,0.0,1.0,0.0,1.0
B,RISK_OFF,POLICY_2_POCKET_GATE,policy2,0,0,1,0.0,0.0,1.0,0.0,0,,0,,0,,,,,,,1.0,1.0,,,,,,
B,RISK_OFF,POLICY_3_POCKET_STOCK_SURVIVAL,policy3,0,0,1,0.0,0.0,1.0,0.0,0,,0,,0,,,,,,,1.0,1.0,,,,,,
B,RISK_OFF,BUNDLE_A_DIAGNOSTIC,bundle_A,4,1,1,4.0,4.0,0.0,0.3076923076923077,0,0.0,1,0.25,3,0.75,0.3006418400969081,0.954412739704631,0.25,0.0,,0.8333333333333334,0.5714285714285714,-7.154079336574826,-6.936732186732192,0.0,0.25,0.75,0.25
B,RISK_OFF,BUNDLE_B_DIAGNOSTIC,bundle_B,4,1,1,4.0,4.0,0.0,0.3076923076923077,0,0.0,1,0.25,3,0.75,0.3006418400969081,0.954412739704631,0.25,0.0,,0.8333333333333334,0.5714285714285714,-7.154079336574826,-6.936732186732192,0.0,0.25,0.75,0.25
B,RISK_OFF,BUNDLE_C_DIAGNOSTIC,bundle_C,4,1,1,4.0,4.0,0.0,0.3076923076923077,0,0.0,1,0.25,3,0.75,0.3006418400969081,0.954412739704631,0.25,0.0,,0.8333333333333334,0.5714285714285714,-7.154079336574826,-6.936732186732192,0.0,0.25,0.75,0.25
A+B,ALL,POLICY_0_CURRENT_BASELINE_PROXY,policy0,333,20,20,16.65,14.5,0.0,1.0,23,0.06906906906906907,233,0.6996996996996997,77,0.23123123123123124,0.1891668734796157,0.2794258567784486,0.7687687687687688,0.08984375,1.0,0.0,0.0,-0.3318335238111251,-0.3039513677811634,0.07264656834393676,0.6521056148873485,0.27524781676871457,0.7247521832312854
A+B,ALL,POLICY_1_MARKET_CONTRACTION,policy1,263,18,20,13.15,14.0,0.1,0.7897897897897898,18,0.06844106463878327,189,0.7186311787072244,56,0.21292775665399238,0.16776843227320964,0.26635248494463504,0.7870722433460076,0.08695652173913043,0.782608695652174,0.18884120171673824,0.2727272727272727,-0.1198821019229933,-0.08413967185527671,0.063375104427736,0.6998968759043579,0.23672801966790613,0.7632719803320938
A+B,ALL,POLICY_2_POCKET_GATE,policy2,157,17,20,7.85,4.5,0.15,0.47147147147147145,15,0.09554140127388536,96,0.6114649681528662,46,0.2929936305732484,0.2274261535952115,0.3684491856854945,0.7070063694267515,0.13513513513513514,0.6521739130434783,0.5879828326180258,0.4025974025974026,-0.5111689068976201,-1.7094017094017144,0.08189897376748588,0.645062919587141,0.2730381066453731,0.7269618933546269
A+B,ALL,POLICY_3_POCKET_STOCK_SURVIVAL,policy3,66,15,20,3.3,2.0,0.25,0.1981981981981982,6,0.09090909090909091,49,0.7424242424242424,11,0.16666666666666666,0.09569583305576236,0.2743058721665853,0.8333333333333334,0.10909090909090909,0.2608695652173913,0.7896995708154506,0.8571428571428572,1.862297217799785,-1.079397276151839,0.10777777777777778,0.7105026455026454,0.1817195767195767,0.8182804232804234
A+B,ALL,BUNDLE_A_DIAGNOSTIC,bundle_A,128,20,20,6.4,6.5,0.0,0.3843843843843844,7,0.0546875,98,0.765625,23,0.1796875,0.12282459937109706,0.2552162635275072,0.8203125,0.06666666666666667,0.30434782608695654,0.5793991416309012,0.7012987012987013,0.5458758494618298,-0.7468793948687769,0.06416666666666668,0.7530221861471861,0.18281114718614716,0.8171888528138528
A+B,ALL,BUNDLE_B_DIAGNOSTIC,bundle_B,109,20,20,5.45,5.5,0.0,0.32732732732732733,4,0.03669724770642202,83,0.7614678899082569,22,0.2018348623853211,0.13723724058828415,0.2867333403984701,0.7981651376146789,0.04597701149425287,0.17391304347826086,0.6437768240343348,0.7142857142857143,0.19937738055201198,-0.990099009900991,0.032916666666666664,0.7546690115440116,0.2124143217893218,0.7875856782106783
A+B,ALL,BUNDLE_C_DIAGNOSTIC,bundle_C,58,19,20,2.9,2.0,0.05,0.17417417417417416,1,0.017241379310344827,45,0.7758620689655172,12,0.20689655172413793,0.12251483918144696,0.32769218026706526,0.7931034482758621,0.021739130434782608,0.043478260869565216,0.8068669527896996,0.8441558441558441,-0.6080795952276932,-1.62300699826054,0.013157894736842105,0.8026315789473685,0.18421052631578946,0.8157894736842105
A+B,NORMAL,POLICY_0_CURRENT_BASELINE_PROXY,policy0,231,13,13,17.76923076923077,17.0,0.0,1.0,16,0.06926406926406926,167,0.7229437229437229,48,0.2077922077922078,0.1604610289508567,0.26468306339513026,0.7922077922077922,0.08743169398907104,1.0,0.0,0.0,-0.2272389174275767,0.19920318725097363,0.07236552920763448,0.6649213153547517,0.2627131554376136,0.7372868445623865
A+B,NORMAL,POLICY_1_MARKET_CONTRACTION,policy1,231,13,13,17.76923076923077,17.0,0.0,1.0,16,0.06926406926406926,167,0.7229437229437229,48,0.2077922077922078,0.1604610289508567,0.26468306339513026,0.7922077922077922,0.08743169398907104,1.0,0.0,0.0,-0.2272389174275767,0.19920318725097363,0.07236552920763448,0.6649213153547517,0.2627131554376136,0.7372868445623865
A+B,NORMAL,POLICY_2_POCKET_GATE,policy2,144,12,13,11.076923076923077,13.0,0.07692307692307693,0.6233766233766234,14,0.09722222222222222,87,0.6041666666666666,43,0.2986111111111111,0.22988812419610868,0.37779972981398324,0.7013888888888888,0.13861386138613863,0.875,0.47904191616766467,0.10416666666666663,-1.0882403097211568,-1.8227869124730123,0.09519021283727165,0.5805058027484499,0.3243039844142785,0.6756960155857215
A+B,NORMAL,POLICY_3_POCKET_STOCK_SURVIVAL,policy3,58,11,13,4.461538461538462,5.0,0.15384615384615385,0.2510822510822511,5,0.08620689655172414,44,0.7586206896551724,9,0.15517241379310345,0.08384491912437281,0.2693398096385828,0.8448275862068966,0.10204081632653061,0.3125,0.7365269461077844,0.8125,1.1571005880698468,-1.1333377712687998,0.10151515151515152,0.7415945165945167,0.15689033189033186,0.843109668109668
A+B,NORMAL,BUNDLE_A_DIAGNOSTIC,bundle_A,75,13,13,5.769230769230769,6.0,0.0,0.3246753246753247,5,0.06666666666666667,60,0.8,10,0.13333333333333333,0.07406584669872786,0.22833163832487874,0.8666666666666667,0.07692307692307693,0.3125,0.6407185628742516,0.7916666666666666,1.0543456942805731,-0.6802721088435382,0.08333333333333333,0.7721611721611722,0.14450549450549446,0.8554945054945056
A+B,NORMAL,BUNDLE_B_DIAGNOSTIC,bundle_B,59,13,13,4.538461538461538,5.0,0.0,0.2554112554112554,3,0.05084745762711865,47,0.7966101694915254,9,0.15254237288135594,0.0823846395871402,0.26517983886574376,0.847457627118644,0.06,0.1875,0.718562874251497,0.8125,0.7248588669096037,-1.1083743842364546,0.041025641025641026,0.7855921855921857,0.17338217338217338,0.8266178266178266
A+B,NORMAL,BUNDLE_C_DIAGNOSTIC,bundle_C,29,13,13,2.230769230769231,2.0,0.0,0.12554112554112554,1,0.034482758620689655,24,0.8275862068965517,4,0.13793103448275862,0.054974399258594736,0.3055899387659865,0.8620689655172413,0.04,0.0625,0.8562874251497006,0.9166666666666666,1.2721055488681463,-1.1583011583011449,0.019230769230769232,0.8205128205128205,0.16025641025641024,0.8397435897435896
